"","ngram","1810","1820","1830","1840","1850","1860","1870","1880","1890","1900","1910"
"1817","sigaren",0,0,0,0,0,0,0,0,9,6,0
"1818","sigaretten",0,0,0,0,0,0,0,0,0,0,6
"1819","similariteit",0,0,0,0,2,0,0,0,0,0,0
"1820","situatie",0,0,0,0,0,0,0,0,0,0,4
"1821","sl",0,0,0,0,0,0,0,0,0,2,0
"1822","slaadstondsen",0,0,0,0,0,0,0,0,1,0,0
"1823","slaafsfondsén",0,0,0,0,0,0,0,0,1,0,0
"1824","slaalfondsen",0,0,0,0,0,0,0,0,1,0,0
"1825","slaalsfondsen",0,0,0,0,0,0,0,0,1,0,0
"1826","slaalsleeningen",0,0,0,0,0,0,0,0,1,0,0
"1827","slaasfondsen",0,0,0,0,0,0,0,0,1,0,0
"1828","slaatsfondsen",0,0,0,0,0,0,0,0,6,0,0
"1829","slaatsiondseu",0,0,0,0,0,0,0,0,1,0,0
"1830","slaatsleeningen",0,0,0,0,0,0,0,0,3,0,0
"1831","slaatslonjseu",0,0,0,0,0,0,0,0,1,0,0
"1832","slaaulondsei»",0,0,0,0,0,0,0,0,1,0,0
"1833","slachtplaatsen",0,0,0,0,0,0,0,0,2,0,0
"1834","slavenhandel",0,0,0,0,0,2,0,0,0,0,0
"1835","slechts",0,0,0,0,0,0,0,0,1,0,0
"1836","sleden",0,0,0,0,0,0,0,0,1,0,0
"1837","sleutels",0,0,0,0,0,0,0,0,1,0,0
"1838","sloten",0,0,0,0,3,0,0,0,0,0,0
"1839","sluiten",0,0,0,0,2,5,2,0,0,0,0
"1840","smaadartikelen",0,0,0,0,0,0,0,0,0,0,2
"1841","snoerenteelt",0,0,0,0,0,0,0,0,1,0,0
"1842","socialisten",0,0,0,0,0,0,0,0,6,0,6
"1843","sohuld",0,0,0,0,0,0,0,0,2,0,0
"1844","soldaten",0,0,0,0,2,2,0,0,2,2,2
"1845","solisten",0,0,0,0,0,0,0,0,2,2,0
"1846","soo",0,0,0,0,0,0,0,0,2,0,0
"1847","sooiten",0,0,0,0,0,0,0,0,0,0,2
"1848","soorien",0,0,0,0,0,0,0,0,0,2,0
"1849","soorlen",0,0,0,0,12,0,0,0,0,0,0
"1850","soort",0,0,0,0,0,0,0,2,0,0,0
"1851","soorten",0,0,0,16,56,117,889,960,940,1086,558
"1852","souverein",0,0,0,0,2,0,0,0,0,0,0
"1853","souvereinen",0,0,0,0,30,21,2,0,0,0,2
"1854","sp",0,0,4,0,0,0,0,0,0,0,0
"1855","spaansche",0,0,0,0,3,2,9,2,4,7,0
"1856","spaanschen",0,0,0,0,0,0,6,0,0,0,0
"1857","spaarbanken",0,0,0,0,0,0,0,0,0,2,0
"1858","spanje",0,0,8,34,3,0,4,50,0,0,0
"1859","spanning",0,0,0,0,0,0,0,0,0,0,2
"1860","specialiteiten",0,0,0,0,0,0,0,0,3,0,0
"1861","speculanten",0,0,0,0,0,2,2,0,0,0,0
"1862","speculatie",0,0,0,0,0,0,0,0,1,2,0
"1863","spek",0,0,0,0,0,0,0,0,0,2,0
"1864","spelers",0,0,0,0,0,0,0,0,0,2,2
"1865","spinners",0,0,0,0,0,2,0,0,0,0,0
"1866","spionnen",0,0,0,0,0,0,0,0,0,0,2
"1867","spiritus",0,0,0,0,4,0,0,0,0,0,0
"1868","spoorwegaangelegenheden",0,0,0,0,0,0,0,0,1,0,0
"1869","spoorwegactien",0,0,0,4,0,2,0,0,0,0,0
"1870","spoorwegafdeeling",0,0,0,0,0,0,0,0,0,0,2
"1871","spoorwegbesturen",0,0,0,0,0,0,0,0,0,2,0
"1872","spoorwegdiensten",0,0,0,0,0,3,3,0,0,0,0
"1873","spoorwegdirectie",0,0,0,0,0,0,0,0,1,0,0
"1874","spoorwegen",0,0,0,0,15,7,4,4,9,8,0
"1875","spoorwegennet",0,0,0,0,2,0,0,0,0,0,0
"1876","spoorwegfondsen",0,0,0,0,0,0,4,4,0,0,0
"1877","spoorwegmaatschappijen",0,0,0,0,0,0,2,0,3,0,4
"1878","spoorwegmarkt",0,0,0,0,0,0,17,5,0,0,26
"1879","spoorwegnet",0,0,0,0,6,0,0,0,0,0,0
"1880","spoorwegondernemingen",0,0,0,0,0,0,2,0,2,0,3
"1881","spoorwegwaarden",0,0,0,0,0,0,12,2,4,0,2
"1882","sporen",0,0,0,0,0,0,2,4,17,0,0
"1883","sport",0,0,0,0,0,0,0,2,0,0,0
"1884","sprekers",0,0,0,0,0,0,0,0,2,4,3
"1885","springhengsten",0,0,0,0,2,0,0,0,0,0,0
"1886","st",0,0,0,0,0,0,0,0,2,0,0
"1887","sta»",0,0,0,0,0,0,0,0,2,0,0
"1888","staa",0,0,0,0,0,0,0,0,1,0,0
"1889","staafslundsen",0,0,0,0,0,0,0,0,1,0,0
"1890","staaisfondsen",0,0,0,0,0,0,0,0,1,0,0
"1891","staaisleeningen",0,0,0,0,0,0,0,0,1,0,0
"1892","staal",0,0,0,0,0,0,0,0,1,0,0
"1893","staalsfonde",0,0,0,0,0,0,0,0,1,0,0
"1894","staalsfondsen",0,0,0,0,0,0,0,0,9,0,2
"1895","staalsfondseu",0,0,0,0,0,0,0,0,1,0,0
"1896","staalsfoudsen",0,0,0,0,0,0,0,0,1,0,0
"1897","staalsleeningen",0,0,0,0,0,0,0,0,1,0,0
"1898","staalslondsen",0,0,0,0,0,0,0,0,1,0,0
"1899","staan",0,0,0,0,0,0,0,0,1,0,0
"1900","staat",0,0,0,0,0,0,0,0,1,2,2
"1901","staat»",0,0,0,0,0,0,0,0,2,0,0
"1902","staat3fondsen",0,0,0,0,0,0,0,0,2,0,0
"1903","staata",0,0,0,0,0,0,0,0,1,0,0
"1904","staatafondsen",0,0,0,0,0,0,0,0,1,0,0
"1905","staataj",0,0,0,0,0,0,0,0,1,0,0
"1906","staataschuldbrieven",0,0,0,0,0,0,0,0,1,0,0
"1907","staatefondsen",0,0,0,0,0,0,0,0,6,0,0
"1908","staateleeuingen",0,0,0,0,0,0,0,0,1,0,0
"1909","staatfondsen",0,0,0,0,0,0,0,0,6,0,0
"1910","staatje",0,0,0,0,0,0,0,0,0,2,0
"1911","staatkunde",0,33,411,346,423,1091,409,771,823,633,120
"1912","staatkundige",0,2,2,4,15,26,2,2,0,0,0
"1913","staatkundo",0,0,0,0,0,3,0,0,0,0,0
"1914","staats",0,0,0,0,0,3,0,6,21,0,2
"1915","staats»",0,0,0,0,0,0,0,0,1,0,3
"1916","staatsfbndsen",0,0,0,0,0,0,0,0,4,0,0
"1917","staatsfcndsen",0,0,0,0,0,0,0,3,0,0,0
"1918","staatsfinancien",0,0,0,0,0,0,0,0,0,0,7
"1919","staatsfinanciën",0,0,0,0,0,0,0,0,0,0,683
"1920","staatsfinanclën",0,0,0,0,0,0,0,0,0,0,15
"1921","staatsfinanelën",0,0,0,0,0,0,0,0,0,0,3
"1922","staatsfinanoiën",0,0,0,0,0,0,0,0,0,0,2
"1923","staatsfinanolën",0,0,0,0,0,0,0,0,0,0,6
"1924","staatsflnanciën",0,0,0,0,0,0,0,0,0,0,6
"1925","staatsfnnhr",0,0,0,0,0,0,0,0,1,0,0
"1926","staatsfoidsen",0,0,0,0,0,0,0,0,1,0,0
"1927","staatsfoiidsen",0,0,0,0,0,0,0,0,1,0,0
"1928","staatsfomlsen",0,0,0,0,0,0,0,0,1,0,0
"1929","staatsfomlseu",0,0,0,0,0,0,0,0,1,0,0
"1930","staatsfond",0,0,0,0,0,0,0,0,1,0,0
"1931","staatsfonden",0,0,0,0,0,0,0,0,8,0,0
"1932","staatsfonds",0,0,0,0,0,0,0,0,1,0,0
"1933","staatsfondscii",0,0,0,0,0,0,0,0,1,0,0
"1934","staatsfondscn",0,0,0,0,0,0,2,0,0,0,0
"1935","staatsfondscnmarkt",0,0,0,0,0,0,0,0,1,0,0
"1936","staatsfondse»",0,0,0,0,0,0,0,0,1,0,0
"1937","staatsfondsea",0,0,0,0,0,0,0,0,1,0,0
"1938","staatsfondseii",0,0,0,0,0,0,0,0,2,0,0
"1939","staatsfondsen",0,0,0,0,0,0,242,1080,2828,451,204
"1940","staatsfondsèn",0,0,0,0,0,0,0,0,4,0,0
"1941","staatsfondsenin",0,0,0,0,0,0,0,0,1,0,0
"1942","staatsfondsenmarkfc",0,0,0,0,0,0,0,0,2,0,0
"1943","staatsfondsenmarkl",0,0,0,0,0,0,0,0,1,0,0
"1944","staatsfondsenmarkt",0,0,0,0,0,0,0,331,312,9,12
"1945","staatsfondseu",0,0,0,0,0,0,0,0,10,0,0
"1946","staatsfondson",0,0,0,0,0,0,0,0,7,0,0
"1947","staatsfondsonmarkt",0,0,0,0,0,0,0,0,2,0,0
"1948","staatsfondsuii",0,0,0,0,0,0,0,0,1,0,0
"1949","staatsfonsen",0,0,0,0,0,0,0,0,6,0,0
"1950","staatsfonsenmarkt",0,0,0,0,0,0,0,2,4,0,0
"1951","staatsfor„w„",0,0,0,0,0,0,0,0,1,0,0
"1952","staatsfortdsen",0,0,0,0,0,0,0,0,1,0,0
"1953","staatsfotidsen",0,0,0,0,0,0,0,0,1,0,0
"1954","staatsfoudsen",0,0,0,0,0,0,0,0,11,0,0
"1955","staatsfoudsenmarkt",0,0,0,0,0,0,0,0,1,0,0
"1956","staatsfoudseu",0,0,0,0,0,0,0,0,1,0,0
"1957","staatshoofden",0,0,0,0,9,0,0,0,2,0,0
"1958","staatsibndsen",0,0,0,0,0,0,0,0,1,0,0
"1959","staatsicndsen",0,0,0,0,0,0,0,0,1,0,0
"1960","staatsie",0,0,0,0,0,0,0,0,2,0,0
"1961","staatsieeningen",0,0,0,0,0,0,0,0,4,0,0
"1962","staatsïeeningen",0,0,0,0,0,0,0,0,1,0,0
"1963","staatsieeuiuen",0,0,0,0,0,0,0,0,1,0,0
"1964","staatsiondsen",0,0,0,0,0,0,0,0,5,0,0
"1965","staatsïondsen",0,0,0,0,0,0,0,0,0,0,2
"1966","staatsioudsen",0,0,0,0,0,0,0,0,1,0,0
"1967","staatsl",0,0,0,0,0,0,0,0,1,0,0
"1968","staatslaeningen",0,0,0,0,0,0,0,0,1,0,0
"1969","staatslceningen",0,0,0,0,0,0,0,0,2,0,0
"1970","staatslcenngen",0,0,0,0,0,0,0,0,1,0,0
"1971","staatslee",0,0,0,0,0,0,0,0,1,0,0
"1972","staatsleeiiingen",0,0,0,0,0,0,0,0,1,0,0
"1973","staatsleemiigen",0,0,0,0,0,0,0,0,1,0,0
"1974","staatsleemngen",0,0,0,0,0,0,0,0,4,0,0
"1975","staatsleen",0,0,0,0,0,0,0,0,1,0,0
"1976","staatsleeni",0,0,0,0,0,0,0,0,1,0,0
"1977","staatsleeniiigen",0,0,0,0,0,0,0,0,1,0,0
"1978","staatsleening",0,0,0,0,0,0,0,0,1,0,0
"1979","staatsleeningcn",0,0,0,0,0,0,0,0,3,0,0
"1980","staatsleeninge",0,0,0,0,0,0,0,0,1,0,0
"1981","staatsleeningea",0,0,0,0,0,0,0,0,1,0,0
"1982","staatsleeningen",0,0,0,0,0,0,0,0,637,2,2
"1983","staatsleéningen",0,0,0,0,0,0,0,0,1,0,0
"1984","staatsleeningeu",0,0,0,0,0,0,0,0,1,0,0
"1985","staatsleeningt",0,0,0,0,0,0,0,0,1,0,0
"1986","staatsleenini",0,0,0,0,0,0,0,0,1,0,0
"1987","staatsleeninj",0,0,0,0,0,0,0,0,1,0,0
"1988","staatsleeniugcn",0,0,0,0,0,0,0,0,1,0,0
"1989","staatsleeniugen",0,0,0,0,0,0,0,0,5,0,0
"1990","staatsleeniugeu",0,0,0,0,0,0,0,0,1,0,0
"1991","staatsleenmgen",0,0,0,0,0,0,0,0,1,0,0
"1992","staatsleeo0",0,0,0,0,0,0,0,0,1,0,0
"1993","staatsleeuingen",0,0,0,0,0,0,0,0,8,0,0
"1994","staatsleningen",0,0,0,0,0,0,0,0,10,0,0
"1995","staatslieden",0,0,0,0,2,2,2,0,2,3,0
"1996","staatslinanciën",0,0,0,0,0,0,0,0,0,0,2
"1997","staatslondsen",0,0,0,0,0,0,0,0,4,0,0
"1998","staatsondsen",0,0,0,0,0,0,0,0,3,0,0
"1999","staatsondsenmarkt",0,0,0,0,0,0,0,0,2,0,0
"2000","staatspapieren",0,0,0,0,0,0,0,0,44,0,0
"2001","staatspapiereu",0,0,0,0,0,0,0,0,1,0,0
"2002","staatsschuld",0,0,5,2,8,6,23,0,15,0,2
"2003","staatsschuldeischers",0,0,0,0,0,3,4,0,0,0,0
"2004","staatsschulden",0,0,0,0,0,0,0,0,1,0,0
"2005","staatstinanciën",0,0,0,0,0,0,0,0,0,0,32
"2006","staatstinanoten",0,0,0,0,0,0,0,0,0,0,2
"2007","staatstondsen",0,0,0,0,0,0,0,0,13,0,0
"2008","staaufondsen",0,0,0,0,0,0,0,0,1,0,0
"2009","stad",0,0,0,0,0,0,0,0,0,0,24
"2010","stadsfinanciën",0,0,0,0,0,0,0,0,0,0,2
"2011","staitsfondsen",0,0,0,0,0,0,0,2,0,0,0
"2012","stalen",0,0,0,0,0,0,0,0,1,0,0
"2013","stantsfinanciën",0,0,0,0,0,0,0,0,0,0,3
"2014","stantstinandiën",0,0,0,0,0,0,0,0,0,0,3
"2015","stapelplaatsen",0,0,0,0,2,0,0,0,0,0,0
"2016","stastsfoncw",0,0,0,0,0,0,0,0,1,0,0
"2017","staten",2,0,2,6,42,43,22,10,12,11,45
"2018","stations",0,0,0,2,2,3,2,0,0,2,2
"2019","statistieken",0,0,0,0,0,0,0,0,2,0,0
"2020","statsiondseu",0,0,0,0,0,0,0,0,1,0,0
"2021","steden",0,2,0,0,0,2,4,4,23,53,52
"2022","steen",0,0,0,0,0,0,0,26,2,6,11
"2023","steenen",0,0,0,0,0,0,0,2,2,0,0
"2024","steenkolen",11,0,5,4,7,0,0,0,1,2,2
"2025","steenkool",0,0,0,0,0,0,0,0,0,5,0
"2026","steensoort",0,0,0,0,0,0,0,2,0,0,0
"2027","stegen",0,0,0,0,0,0,0,10,30,0,0
"2028","stelling",0,0,0,0,2,0,0,0,0,0,0
"2029","stelsels",0,0,0,0,0,0,0,0,3,3,0
"2030","stemmen",0,0,0,0,0,0,0,0,0,2,0
"2031","stemming",0,0,0,0,0,0,0,0,1,0,10
"2032","sten",0,0,0,0,0,0,0,0,0,0,2
"2033","ster",0,0,0,0,0,0,0,0,1,0,0
"2034","sterren",0,0,0,0,0,0,0,2,1,0,0
"2035","sterrenkundigen",0,0,0,0,0,0,0,0,1,0,0
"2036","steun",0,0,0,0,0,0,0,0,3,2,0
"2037","stiatsfondsenmarkt",0,0,0,0,0,0,0,0,3,0,0
"2038","stichtingen",0,0,0,0,0,0,2,0,0,0,0
"2039","stijatsieeniugen",0,0,0,0,0,0,0,0,1,0,0
"2040","stil",0,0,0,0,2,6,13,26,95,53,0
"2041","stiller",0,0,0,0,0,0,0,0,1,0,0
"2042","stoffen",0,0,0,0,0,0,0,0,1,0,0
"2043","stoomschepen",0,0,0,0,3,2,0,0,0,0,4
"2044","stoomschip",0,0,0,0,0,0,0,0,1,0,0
"2045","stoomvaart",0,0,0,0,0,0,0,0,4,0,0
"2046","stoomvaartlijnen",0,0,0,0,0,0,0,0,0,3,89
"2047","stoomvaartmaatsch",0,0,0,0,0,0,0,0,2,0,0
"2048","stoomvaartmaatschappijen",0,0,0,0,0,0,0,2,0,0,0
"2049","strafverordeningen",0,0,0,0,0,0,0,0,1,0,0
"2050","strijdkrachten",0,0,0,0,3,0,0,0,0,0,0
"2051","stroomen",0,0,0,0,0,0,0,0,1,0,0
"2052","stroop",0,0,0,0,0,0,0,0,2,0,0
"2053","stuatsfondsenmarkt",0,0,0,0,0,0,0,0,2,0,0
"2054","stuatsleeningen",0,0,0,0,0,0,0,0,2,0,0
"2055","studeerenden",0,0,0,0,0,0,0,0,0,0,2
"2056","studenten",0,0,2,0,2,0,0,4,13,2,31
"2057","studiereis",0,0,0,0,0,0,0,0,0,0,10
"2058","stzatsfondsen",0,0,0,0,0,0,0,0,2,0,0
"2059","suatsiondsen",0,0,0,0,0,0,0,0,1,0,0
"2060","suatsleeningen",0,0,0,0,0,0,0,0,1,0,0
"2061","suiker",0,3,2,11,5,0,4,13,16,1142,804
"2062","suikerindustrie",0,0,0,0,0,0,0,0,2,0,0
"2063","suikers",0,0,0,0,0,0,0,4,3,4,0
"2064","sv",0,0,0,0,0,0,0,2,0,0,0
"2065","sy",0,0,0,0,0,0,0,2,0,0,0
"2066","syndicaat",0,0,0,0,0,0,0,0,1,0,0
"2067","syndicaten",0,0,0,0,0,0,0,0,2,9,0
"2068","synoden",0,0,0,2,0,0,0,0,0,0,0
"2069","t",0,0,0,0,2,0,0,0,3,0,0
"2070","t»",0,0,0,0,0,0,0,0,1,0,0
"2071","taatsfondsen",0,0,0,0,0,0,0,0,1,0,0
"2072","tabak",0,0,0,0,0,6,15,13,27,20,0
"2073","tabakssoorten",0,0,0,0,0,0,4,0,0,0,0
"2074","taganrog",0,0,0,0,0,0,0,0,8,0,0
"2075","taken",0,2,4,0,2,20,0,2,4,2,23
"2076","takeu",0,0,0,0,0,0,0,0,1,0,0
"2077","talen",0,0,0,0,0,0,4,0,1,0,0
"2078","tamelijk",0,0,0,0,0,0,2,0,1,0,0
"2079","tapijten",0,0,0,0,0,0,2,0,0,0,0
"2080","tarief",0,0,0,0,0,0,0,0,0,0,2
"2081","tarieven",0,0,0,0,0,3,8,2,2,5,4
"2082","tariven",0,0,0,0,2,0,0,0,0,0,0
"2083","tarwe",0,0,0,21,54,20,28,162,96,12,20
"2084","tarwenoteeringen",0,0,0,0,0,0,0,0,1,0,0
"2085","tarweofferten",0,0,0,0,0,0,0,0,1,0,0
"2086","te",0,2,2,2,6,6,4,2,1,6,2
"2087","technische",0,0,0,0,0,0,0,0,0,19,31
"2088","teekenaars",0,0,0,0,0,0,0,0,1,0,0
"2089","telegraafkantoren",0,0,0,0,0,3,0,0,0,0,0
"2090","telegraafverkeer",0,0,0,0,0,0,0,0,3,0,0
"2091","telegram",0,0,0,0,0,0,0,0,1,0,0
"2092","telegrammen",0,0,0,0,0,2,0,6,14,73,53
"2093","telegraphische",0,0,0,0,0,0,0,0,8,0,0
"2094","ten",0,14,0,0,0,0,0,0,0,0,0
"2095","tentoonstelling",0,0,0,0,0,0,6,2,2,2,0
"2096","tentoonstellingen",0,0,0,0,0,0,15,17,5,35,25
"2097","termijnschulden",0,0,0,0,0,0,0,2,0,0,0
"2098","theaters",0,0,0,0,0,0,0,0,0,2,0
"2099","tijbingen",0,0,0,0,22,0,0,0,0,0,0
"2100","tijdinen",0,0,0,0,3,0,0,0,0,0,0
"2101","tijdingen",0,0,7,166,1006,295,0,0,0,0,0
"2102","tijdschriften",0,4,27,6,0,3,4,19,109,39,14
"2103","tin",0,0,0,0,0,0,0,2,0,0,0
"2104","tiranen",0,0,0,0,0,0,0,0,0,0,2
"2105","titaatsfondsen",0,0,0,0,0,0,0,0,1,0,0
"2106","titels",0,0,0,0,2,0,0,0,1,0,0
"2107","tocht",0,0,0,0,0,0,0,0,0,0,4
"2108","toerbonden",0,0,0,0,0,0,0,0,1,0,0
"2109","toeristen",0,0,0,0,0,0,0,0,2,0,0
"2110","toes",0,0,0,0,0,0,0,0,1,0,0
"2111","toestand",0,0,0,0,0,4,0,2,1,6,45
"2112","toestanden",0,0,0,0,0,0,10,12,4,9,10
"2113","toevoeren",0,0,0,2,0,0,0,0,0,0,0
"2114","tolmaatregelen",0,0,0,0,0,0,0,0,0,0,2
"2115","tolpolitiek",0,0,0,0,0,0,0,0,0,0,2
"2116","tonnegeld",0,2,0,0,0,0,0,0,0,0,0
"2117","tonnengeld",0,2,0,0,0,0,0,0,0,0,0
"2118","tooneelisten",0,0,0,0,0,0,0,0,0,2,0
"2119","toonkunstenaars",0,0,0,0,0,0,2,0,0,0,0
"2120","tot",0,0,0,0,4,8,15,15,9,0,0
"2121","tournee",0,0,0,0,0,0,0,0,2,0,0
"2122","tr",0,0,0,0,0,0,0,0,0,0,2
"2123","traag",0,0,0,0,0,0,0,2,12,12,0
"2124","traas",0,0,0,0,0,0,0,0,1,0,0
"2125","tractaten",0,0,0,0,0,0,0,0,0,0,5
"2126","treinen",0,0,0,0,0,0,2,2,1,4,2
"2127","troepen",0,0,0,0,196,59,33,0,0,22,15
"2128","troon",0,0,0,0,0,0,0,0,0,0,2
"2129","tuin",0,0,0,0,0,0,0,0,1,0,0
"2130","tuinbouwproducten",0,0,0,0,0,0,0,0,1,0,0
"2131","tuinbouwvereenigingen",0,0,0,0,0,0,0,0,0,0,16
"2132","turf",0,0,2,0,0,2,0,0,0,0,0
"2133","turksche",0,0,0,0,0,2,0,0,1,0,0
"2134","turners",0,0,0,0,0,0,0,0,7,6,0
"2135","turnfeesten",0,0,0,0,0,0,0,0,0,2,0
"2136","tusschenkomst",0,0,0,0,13,81,10,6,4,0,0
"2137","tussehenkomst",0,0,0,0,0,0,0,0,1,0,0
"2138","tydschriften",0,0,0,0,0,0,0,0,1,0,0
"2139","tylcassé",0,0,0,0,0,0,0,0,1,0,0
"2140","u",0,0,0,0,4,0,0,0,0,0,0
"2141","uavens",0,0,0,0,0,0,0,0,0,0,2
"2142","uit",0,0,0,0,0,0,0,2,0,0,0
"2143","uitgaaf",2,0,0,0,0,0,0,0,0,0,0
"2144","uitgaven",0,0,0,0,0,0,0,0,0,2,4
"2145","uitgestelde",0,0,0,4,0,0,0,0,0,0,0
"2146","uitgever",0,0,0,0,0,0,0,0,0,0,2
"2147","uitgevers",0,2,0,0,0,2,0,0,0,5,15
"2148","uitgewekenen",0,0,2,2,6,0,0,0,0,0,6
"2149","uitgifte",0,0,0,0,0,0,0,0,0,0,3
"2150","uitgiften",0,0,0,0,0,0,0,0,0,0,27
"2151","uitspraak",0,0,0,0,0,0,0,0,1,0,0
"2152","uitvoerpremie",0,0,0,0,0,0,0,0,1,0,0
"2153","uitvoerpremiën",0,0,0,0,0,0,0,0,1,0,0
"2154","univerfiteiten",2,0,0,0,0,0,0,0,0,0,0
"2155","universitaire",0,0,0,0,0,0,0,0,0,2,0
"2156","universiteit",0,0,0,0,0,0,0,0,2,13,0
"2157","universiteiten",0,0,0,0,0,0,16,9,7,14,27
"2158","uoteeringen",0,0,0,0,0,0,0,0,1,0,0
"2159","uranen",0,0,0,0,0,0,0,2,2,9,6
"2160","v",0,0,0,0,0,0,2,2,9,0,0
"2161","v«",0,0,0,0,0,0,0,0,2,0,0
"2162","va",0,0,0,0,0,0,0,0,7,0,0
"2163","vaart",0,0,2,0,12,8,3,0,6,12,7
"2164","vaartuigen",0,0,0,0,0,0,41,2,0,0,2
"2165","vaat",0,0,0,0,0,0,0,0,1,0,0
"2166","vakbladen",0,0,0,0,0,0,0,0,3,0,6
"2167","vakgenooten",0,0,0,0,0,0,0,0,0,4,2
"2168","vakscholen",0,0,0,0,0,0,0,0,0,0,2
"2169","vakvereenigingen",0,0,0,0,0,0,0,0,0,0,4
"2170","valt",0,0,0,3,0,2,0,2,0,0,0
"2171","van",0,2,0,2,8,4,2,0,11,0,2
"2172","varen",0,0,0,2,0,0,0,0,0,0,0
"2173","variatie",0,0,0,0,0,0,2,0,0,0,0
"2174","variëerde",0,0,0,0,0,3,0,0,0,0,0
"2175","varieerden",0,0,0,0,0,13,0,0,0,0,0
"2176","varkens",0,0,0,0,0,2,0,8,1,0,0
"2177","vast",0,0,0,4,6,6,10,44,98,39,18
"2178","vaste",0,0,0,0,0,0,0,0,1,0,0
"2179","vaster",0,0,0,0,0,0,0,5,30,2,0
"2180","vastgesteld",2,0,0,0,0,0,0,0,0,0,0
"2181","vee",0,0,0,0,0,7,0,0,0,0,0
"2182","veehandelaars",0,0,0,0,0,0,2,0,0,0,0
"2183","veekoopers",0,0,0,0,0,0,0,0,2,0,0
"2184","veel",0,0,0,0,0,0,0,0,2,0,0
"2185","veiligheid",0,0,0,5,2,0,0,0,3,0,0
"2186","vennooten",0,0,0,0,0,0,0,0,47,0,2
"2187","vennootschap",0,0,0,0,4,0,0,0,0,0,0
"2188","vennootschappen",0,0,0,0,27,4,0,0,2,4,0
"2189","ver",0,0,0,0,0,0,0,0,0,2,0
"2190","verbeterden",0,0,0,0,0,0,0,2,23,0,0
"2191","verbindingen",0,0,0,0,6,0,2,2,1,99,80
"2192","verbindiugde",0,0,0,0,0,0,0,0,1,0,0
"2193","verblijven",0,0,0,0,0,0,0,0,0,2,0
"2194","verbond",0,0,0,0,0,0,0,5,0,0,0
"2195","verbruikers",0,0,0,0,0,0,0,0,0,2,0
"2196","verdediging",0,0,0,0,2,0,0,0,0,0,0
"2197","verdeeld",0,0,0,0,0,0,0,10,3,0,0
"2198","verdeelde",0,0,0,0,0,0,0,8,0,0,0
"2199","verduurzaamde",0,0,0,0,0,0,0,0,2,0,0
"2200","vereeniging",0,0,0,0,0,0,4,2,3,11,0
"2201","vereenigingen",0,0,0,4,0,0,8,15,26,56,38
"2202","vereenigingeu",0,0,0,0,0,0,0,0,1,0,0
"2203","verfsoorten",0,0,0,0,0,0,0,0,3,0,0
"2204","verhoudingen",0,0,0,0,0,0,0,0,6,2,2
"2205","verkeerde",0,0,0,0,0,0,0,3,0,0,0
"2206","verkeerden",0,0,0,0,2,0,2,0,0,0,0
"2207","verkeersmiddelen",0,0,0,0,0,0,0,0,1,0,0
"2208","verkoopen",0,0,0,0,0,31,71,2,8,200,137
"2209","verkoopers",0,0,0,0,0,8,2,0,0,0,0
"2210","verkooporders",0,0,0,0,2,6,8,0,0,0,2
"2211","verlof",0,0,0,0,0,0,2,2,0,0,2
"2212","verlofpas",0,0,0,0,0,0,0,0,0,2,0
"2213","verlofreis",0,0,0,0,0,0,0,2,0,0,0
"2214","verloven",0,0,0,0,0,0,0,4,10,18,7
"2215","verordeningen",0,0,0,0,0,2,0,0,0,0,0
"2216","veroveringen",0,0,0,0,0,0,0,2,0,0,0
"2217","verplichtingen",0,0,0,0,0,0,0,0,2,0,2
"2218","verslagen",0,0,0,0,0,0,0,0,1,0,0
"2219","verslaggevers",0,0,0,0,0,0,0,0,4,0,0
"2220","vertakkingen",0,0,0,0,0,0,2,0,0,0,0
"2221","vertegenwooi",0,0,0,0,0,0,0,0,0,0,2
"2222","vertegenwoordiger",0,0,0,0,0,0,0,0,1,0,0
"2223","vertegenwoordigers",0,0,0,0,8,34,17,20,63,46,43
"2224","vertegenwoordiging",0,0,0,0,0,4,0,2,18,7,5
"2225","vertegenwoordigsters",0,0,0,0,0,0,0,0,0,2,0
"2226","vervaardigt",0,0,2,0,0,0,0,0,0,0,0
"2227","vervolgde",0,0,0,0,0,2,0,0,0,0,0
"2228","vervolgden",0,0,0,0,0,2,0,0,0,0,0
"2229","verwikkeling",0,0,0,0,0,0,2,0,0,0,0
"2230","verwikkelingen",0,0,0,0,8,100,20,14,11,26,27
"2231","verzamelaars",0,0,0,0,0,0,0,0,1,0,0
"2232","verzamelingen",0,0,0,2,0,2,0,0,1,2,2
"2233","verzekeringmaatschappijen",0,0,0,0,0,0,0,5,4,0,0
"2234","verzekeringsmaatschappijen",0,0,0,0,0,0,0,0,1,0,0
"2235","verzending",0,12,2,13,62,33,15,3,6,0,0
"2236","verzendingen",0,0,4,0,0,0,0,0,2,0,0
"2237","verzet",0,0,0,0,0,0,0,0,0,0,2
"2238","vesting",0,0,0,2,0,0,0,0,0,0,0
"2239","vet",0,0,0,0,0,0,0,0,2,0,0
"2240","vijand",0,0,0,0,0,5,2,2,2,18,6
"2241","vijanden",0,12,4,11,95,80,30,16,17,17,15
"2242","vindingen",0,0,0,0,0,0,0,0,0,0,2
"2243","visch",0,0,0,0,0,0,0,2,0,5,0
"2244","vischmarkten",0,0,0,0,0,0,0,0,1,0,0
"2245","visschers",0,0,0,0,0,0,0,0,0,2,0
